t,u,pH
0.0,10,3.354340449708149
0.1,10,3.3709352875291794
0.2,10,3.387514780860285
0.30000000000000004,10,3.4040567509009483
0.4,10,3.4205395389155773
0.5,10,3.4369422579116105
0.6000000000000001,10,3.453245018704852
0.7000000000000001,10,3.4694291242328394
0.8,10,3.485477227867312
0.9,10,3.5013734534693017
1.0,10,3.5171034768563625
1.1,10,3.5326545700698806
1.2000000000000002,10,3.5480156112407704
1.3,10,3.5631770638985025
1.4000000000000001,10,3.578130930238655
1.5,10,3.5928706831807404
1.6,10,3.607391182059013
1.7000000000000002,10,3.6216885765567683
1.8,10,3.6357602030867016
1.9000000000000001,10,3.64960447730055
2.0,10,3.6632207858370487
2.1,10,3.676609379833863
2.2,10,3.689771272170716
2.3000000000000003,10,3.7027081399006287
2.4000000000000004,10,3.7154222328775353
2.5,10,3.727916289207534
2.6,10,3.7401934578378535
2.7,10,3.752257228348487
2.8000000000000003,10,3.7641113678201705
2.9000000000000004,10,3.7757598645114974
3.0,10,3.787206877979568
3.1,10,3.7984566952150796
3.2,10,3.8095136923271147
3.3000000000000003,10,3.8203823012988187
3.4000000000000004,10,3.8310669813374023
3.5,10,3.841572194355911
3.6,10,3.8519023841464373
3.7,10,3.8620619588319345
3.8000000000000003,10,3.872055276214359
3.9000000000000004,10,3.8818866316687504
4.0,10,3.8915602482648475
4.1000000000000005,10,3.9010802688290167
4.2,10,3.9104507496889913
4.3,10,3.919675655871877
4.4,10,3.928758857551737
4.5,10,3.937704127566831
4.6000000000000005,10,3.9465151398481484
4.7,10,3.955195468620389
4.800000000000001,10,3.9637485882540067
4.9,10,3.9721778736625577
5.0,10,3.9804866011534563
5.1000000000000005,10,3.9886779496525224
5.2,10,3.9967550022335225
5.300000000000001,10,4.004720747893447
5.4,10,4.012578083522596
5.5,10,4.020329816025863
5.6000000000000005,10,4.0279786645579785
5.7,10,4.035527262841027
5.800000000000001,10,4.042978161537372
5.9,10,4.0503338306553225
6.0,10,4.057596661968482
6.1000000000000005,10,4.064768971432877
6.2,10,4.071853001588637
6.300000000000001,10,4.0788509239353505
6.4,10,4.085764841272217
6.5,10,4.092596789995821
6.6000000000000005,10,4.099348742349813
6.7,10,4.10602260862209
6.800000000000001,10,4.112620239286052
6.9,10,4.1191434270834915
7.0,10,4.125593909047395
7.1000000000000005,10,4.1319733684635995
7.2,10,4.138283436770784
7.300000000000001,10,4.144525695398738
7.4,10,4.150701677545193
7.5,10,4.156812869891867
7.6000000000000005,10,4.162860714260572
7.7,10,4.168846609210459
7.800000000000001,10,4.1747719115776585
7.9,10,4.180637937958651
8.0,10,4.1864459661388596
8.1,10,4.192197236467973
8.200000000000001,10,4.1978929531836
8.3,10,4.203534285684852
8.4,10,4.209122369757507
8.5,10,4.214658308752366
8.6,10,4.22014317471844
8.700000000000001,10,4.225578009492587
8.8,10,4.230963825747163
8.9,10,4.236301607997282
9.0,10,4.241592313569172
9.1,10,4.2468368735311515
9.200000000000001,10,4.252036193588656
9.3,10,4.2571911549447305
9.4,10,4.262302615127355
9.5,10,4.267371408784919
9.600000000000001,10,4.272398348451128
9.700000000000001,10,4.2773842252805805
9.8,10,4.282329809756184
9.9,10,4.287235852369583
10.0,10,4.292103084275679
10.100000000000001,10,4.296932217922312
10.200000000000001,10,4.30172394765612
10.3,10,4.306478950305548
10.4,10,4.311197885741965
10.5,10,4.315881397419754
10.600000000000001,10,4.320530112896274
10.700000000000001,10,4.325144644332499
10.8,10,4.329725588975132
