t,u,y
9250,6.9,11.902138364914652
9260,6.9,11.902141295420986
9270,6.9,11.902144002405784
9280,6.9,11.902146502919171
9290,6.9,11.90214881271052
9300,6.9,11.9021509463277
9310,6.9,11.90215291720877
9320,6.9,11.902154737766663
9330,6.9,11.902156419467397
9340,6.9,11.90215797290233
9350,6.9,11.902159407854894
9360,6.9,11.902160733362228
9370,6.9,11.902161957772126
9380,6.9,11.902163088795616
9390,6.9,11.902164133555546
9400,6.9,11.902165098631455
9410,6.9,11.902165990101013
9420,6.9,11.90216681357831
9430,6.9,11.902167574249223
9440,6.9,11.902168276904074
9450,6.9,11.90216892596781
9460,6.9,11.902169525527865
9470,6.9,11.902170079359918
9480,6.9,11.902170590951657
9490,6.9,11.902171063524763
9500,6.9,11.902171500055191
9510,6.9,11.902171903291908
9520,6.9,11.90217227577422
9530,6.9,11.902172619847754
9540,6.9,11.902172937679232
9550,6.9,11.902173231270119
9560,6.9,11.90217350246923
9570,6.9,11.902173752984368
9580,6.9,11.902173984393077
9590,6.9,11.90217419815259
9600,6.9,11.90217439560899
9610,6.9,11.902174578005699
9620,6.9,11.9021747464913
9630,6.9,11.902174902126777
9640,6.9,11.902175045892193
9650,6.9,11.90217517869286
9660,6.9,11.902175301365045
9670,6.9,11.902175414681231
9680,6.9,11.902175519354989
9690,6.9,11.902175616045461
9700,6.9,11.902175705361524
9710,6.9,11.902175787865609
9720,6.9,11.902175864077254
9730,6.9,11.902175934476375
9740,6.9,11.902175999506284
9750,6.9,11.90217605957648
9760,6.9,11.902176115065233
9770,6.9,11.902176166321961
9780,6.9,11.902176213669433
9790,6.9,11.902176257405802
9800,6.9,11.90217629780648
9810,6.9,11.902176335125876
9820,6.9,11.90217636959899
9830,6.9,11.902176401442906
9840,6.9,11.902176430858146
9850,6.9,11.902176458029942
9860,6.9,11.902176483129397
9870,6.9,11.902176506314566
9880,6.9,11.902176527731443
9890,6.9,11.9021765475149
9900,6.9,11.902176565789508
