t,x1,x2,y,u
2910.0,2.3187928427943426e-05,2.681207157205658e-05,11.559206109878506,6.0
2920.0,2.315535593078611e-05,2.684464406921389e-05,11.566943314699273,6.0
2930.0,2.3125086601850785e-05,2.6874913398149217e-05,11.574011922770016,6.0
2940.0,2.3096957586449538e-05,2.690304241355046e-05,11.580479156019333,6.0
2950.0,2.307081754518421e-05,2.6929182454815795e-05,11.586403972517571,6.0
2960.0,2.304652583971189e-05,2.695347416028811e-05,11.59183832259992,6.0
2970.0,2.302395177608422e-05,2.6976048223915784e-05,11.596828175129845,6.0
2980.0,2.3002973901589278e-05,2.6997026098410724e-05,11.601414362719805,6.0
2990.0,2.298347935131318e-05,2.7016520648686826e-05,11.605633283036857,6.0
3000.0,2.296536324090557e-05,2.7034636759094433e-05,11.609517484724293,6.0
3010.0,2.294852810228208e-05,2.705147189771792e-05,11.613096160076056,6.0
3020.0,2.2932883359227685e-05,2.706711664077232e-05,11.616395561793029,6.0
3030.0,2.2918344840079627e-05,2.7081655159920375e-05,11.619439357500177,6.0
3040.0,2.2904834324867982e-05,2.7095165675132024e-05,11.622248932906306,6.0
3050.0,2.2892279124477536e-05,2.710772087552247e-05,11.624843652326314,6.0
3060.0,2.2880611689566682e-05,2.711938831043333e-05,11.627241083601104,6.0
3070.0,2.286976924713917e-05,2.713023075286084e-05,11.62945719312791,6.0
3080.0,2.285969346281365e-05,2.7140306537186355e-05,11.631506515668109,6.0
3090.0,2.2850330126973684e-05,2.7149669873026322e-05,11.633402302766955,6.0
3100.0,2.2841628863109783e-05,2.7158371136890226e-05,11.635156652953244,6.0
3110.0,2.2833542856784342e-05,2.716645714321567e-05,11.636780626349163,6.0
3120.0,2.2826028603761125e-05,2.717397139623888e-05,11.6382843458854,6.0
3130.0,2.2819045675944306e-05,2.71809543240557e-05,11.639677086961576,6.0
3140.0,2.281255650386769e-05,2.7187443496132314e-05,11.640967357101536,6.0
3150.0,2.280652617456392e-05,2.719347382543609e-05,11.64216296691376,6.0
3160.0,2.280092224372611e-05,2.7199077756273888e-05,11.643271093469636,6.0
3170.0,2.279571456115141e-05,2.720428543884859e-05,11.644298337047898,6.0
3180.0,2.2790875108527232e-05,2.7209124891472774e-05,11.645250772056661,6.0
3190.0,2.2786377848687412e-05,2.72136221513126e-05,11.646133992829954,6.0
3200.0,2.27821985855274e-05,2.721780141447261e-05,11.646953154899027,6.0
3210.0,2.2778314833824648e-05,2.722168516617536e-05,11.647713012257535,6.0
3220.0,2.2774705698263863e-05,2.7225294301736147e-05,11.648417951070757,6.0
3230.0,2.2771351761016324e-05,2.722864823898368e-05,11.649072020220512,6.0
3240.0,2.276823497726825e-05,2.723176502273176e-05,11.649678959027536,6.0
3250.0,2.2765338578136332e-05,2.7234661421863674e-05,11.650242222450366,6.0
3260.0,2.2762646980448003e-05,2.723735301955201e-05,11.6507650040232,6.0
3270.0,2.276014570290098e-05,2.7239854297099026e-05,11.651250256763682,6.0
3280.0,2.2757821288151208e-05,2.724217871184879e-05,11.651700712254307,6.0
3290.0,2.275566123040977e-05,2.724433876959024e-05,11.6521188980777,6.0
3300.0,2.2753653908159368e-05,2.7246346091840634e-05,11.652507153765399,6.0
3310.0,2.275178852162842e-05,2.7248211478371585e-05,11.652867645402242,6.0
3320.0,2.275005503468623e-05,2.7249944965313768e-05,11.653202379012642,6.0
3330.0,2.274844412084671e-05,2.7251555879153303e-05,11.653513212841673,6.0
3340.0,2.274694711309016e-05,2.7253052886909853e-05,11.65380186863189,6.0
3350.0,2.274555595723302e-05,2.7254444042766986e-05,11.654069941986318,6.0
3360.0,2.274426316859491e-05,2.7255736831405097e-05,11.654318911898828,6.0
3370.0,2.2743061791729582e-05,2.725693820827042e-05,11.654550149524978,6.0
3380.0,2.2741945363003328e-05,2.725805463699667e-05,11.654764926259169,6.0
3390.0,2.274090787581945e-05,2.7259092124180552e-05,11.654964421177572,6.0
3400.0,2.2739943748301598e-05,2.726005625169841e-05,11.655149727900513,6.0
3410.0,2.2739047793262187e-05,2.7260952206737822e-05,11.655321860923099,6.0
3420.0,2.273821519029447e-05,2.726178480970553e-05,11.655481761458116,6.0
3430.0,2.2737441459837757e-05,2.726255854016225e-05,11.655630302831366,6.0
3440.0,2.2736722439076512e-05,2.726327756092349e-05,11.655768295465913,6.0
3450.0,2.273605425954369e-05,2.7263945740456312e-05,11.655896491488356,6.0
3460.0,2.2735433326307628e-05,2.726456667369238e-05,11.65601558898754,6.0
3470.0,2.2734856298630604e-05,2.7265143701369398e-05,11.65612623595319,6.0
3480.0,2.2734320071995088e-05,2.726567992800491e-05,11.65622903391985,6.0
3490.0,2.273382176140087e-05,2.7266178238599132e-05,11.65632454133913,6.0
3500.0,2.2733358685843123e-05,2.726664131415689e-05,11.656413276701471,6.0
3510.0,2.2732928353888157e-05,2.726707164611185e-05,11.65649572142677,6.0
3520.0,2.273252845026906e-05,2.7267471549730946e-05,11.656572322541669,6.0
3530.0,2.2732156823429082e-05,2.7267843176570927e-05,11.65664349515982,6.0
3540.0,2.2731811473945866e-05,2.726818852605414e-05,11.656709624780126,6.0
3550.0,2.273149054377417e-05,2.726850945622584e-05,11.656771069416752,6.0
3560.0,2.2731192306249263e-05,2.7268807693750746e-05,11.65682816157357,6.0
3570.0,2.2730915156797105e-05,2.72690848432029e-05,11.65688121007474,6.0
3580.0,2.273065760430149e-05,2.726934239569852e-05,11.656930501762176,6.0
3590.0,2.2730418263081492e-05,2.7269581736918514e-05,11.656976303069833,6.0
3600.0,2.2730195845436295e-05,2.7269804154563708e-05,11.657018861483914,5.2
3610.0,2.284718643757941e-05,2.7152813562420598e-05,11.634036951889815,5.2
3620.0,2.2956486123599106e-05,2.7043513876400896e-05,11.611408183902741,5.2
3630.0,2.3058600500021706e-05,2.6941399499978304e-05,11.589145573626428,5.2
3640.0,2.315400192569733e-05,2.684599807430268e-05,11.56726197733968,5.2
3650.0,2.324313170682897e-05,2.675686829317104e-05,11.545770018651965,5.2
3660.0,2.332640213835885e-05,2.667359786164115e-05,11.524682012548391,5.2
3670.0,2.3404198411154942e-05,2.659580158884507e-05,11.504009887063743,5.2
3680.0,2.347688039381996e-05,2.652311960618005e-05,11.483765103437374,5.2
